epoch,step,train_loss,train_bleu,val_loss,val_bleu,test_loss,test_bleu,learning_rate
1,71,6.228065665339081,0.08031236148219643,4.9067981243133545,0.08125018475746867,4.983748175881126,0.08010298166352493,0.0
2,142,4.6777542812723505,0.12730826172975976,4.296759605407715,0.1264219865893726,4.374771725047719,0.12306338718562301,0.00046948356807511736
3,213,4.200548652192237,0.14981014611578686,3.9240788221359253,0.14210851650353204,4.018692645159635,0.14301309458729536,0.0009389671361502347
4,284,3.7816652714366645,0.1951779082158864,3.5610979795455933,0.182394058328649,3.675161751833829,0.1768331953965901,0.001
5,355,3.427946406351009,0.23839037430503845,3.334747552871704,0.22007747875527067,3.460058494047685,0.20629869222608513,0.0009949316837804985
6,426,3.146659854432227,0.2832861520059643,3.1793988943099976,0.24154440391293594,3.2895906188271264,0.22871665039797145,0.0009767275214425954
7,497,2.9085925834279664,0.3317982770683159,3.063955783843994,0.26854094582933974,3.1959844936024058,0.24154296265067582,0.0009698764640825614
8,568,2.716974312150982,0.38989239070186127,3.007864475250244,0.2818211980512137,3.1288502433083276,0.2611711593787958,0.0009457619741652951
9,639,2.5482536705446917,0.4519545905829358,2.950971841812134,0.2935956044086652,3.0750536918640137,0.26836874957445145,0.0009028648202601651
10,710,2.4041476921296456,0.5046546291287985,2.9347198009490967,0.31184069016421184,3.0514835877852007,0.2820611032113465,0.000849185567198193
11,781,2.273146411062966,0.5736773816799019,2.907216191291809,0.3144659144077595,3.040719985961914,0.2884780152003673,0.0008432776981154326
12,852,2.164692294429725,0.6374667288454698,2.909507393836975,0.323911417109153,3.0346716317263516,0.29895851054712447,0.0007861626484607278
13,923,2.061849226414318,0.697600862641778,2.895275354385376,0.3442568758710837,3.02651140906594,0.3015166721495499,0.0007154848780910595
14,994,1.9780695505545174,0.7558784918141741,2.9112894535064697,0.34718349541961774,3.040847323157571,0.3047778378495083,0.0006983418431365589
15,1065,1.8949371039027898,0.8111212276299878,2.9225175380706787,0.34701791957492656,3.037962393327193,0.30819862685745125,0.0006390461958422144
16,1136,1.8326918491175477,0.8589314110903201,2.9223750829696655,0.3453526125136512,3.037728721445257,0.31471232874323557,0.0005588949156072729
17,1207,1.7697149296881447,0.8935218965423177,2.9470890760421753,0.3462163446960891,3.0603588711131704,0.31276273992727044,0.00047717883711306504
18,1278,1.7182030577055165,0.9237277636422411,2.9532477855682373,0.3555285349662645,3.0707977468317207,0.32199546922042677,0.0004714566579592174
