epoch,step,train_loss,train_bleu,val_loss,val_bleu,test_loss,test_bleu,learning_rate
1,71,6.242224948506959,0.07637385536996838,4.926729202270508,0.07846264778928551,4.995852383700284,0.07629085828076596,0.0
2,142,4.748069796763676,0.11870409087870017,4.388662338256836,0.11596857261135037,4.455615303733132,0.11700155597442931,0.00046948356807511736
3,213,4.291113443777594,0.14293765532945193,3.989166259765625,0.14285066577528216,4.090303095904264,0.13675280630892625,0.0009389671361502347
4,284,3.8856080787282594,0.17820563985313537,3.6393182277679443,0.16712737647064424,3.7401537895202637,0.16580142556260322,0.001
5,355,3.531751206223394,0.22547578296585805,3.3903355598449707,0.20713087816855416,3.516159556128762,0.19559352066713254,0.0009949316837804985
6,426,3.2436442375183105,0.2674092031650514,3.2262322902679443,0.23092202745886967,3.355164051055908,0.21349712060782838,0.0009767275214425954
7,497,3.0049887207192434,0.31615010977527264,3.1083309650421143,0.2619648052865076,3.229969523169778,0.23435179365507766,0.0009698764640825614
8,568,2.8055784232179883,0.36832600671172067,3.025025248527527,0.27228857669134604,3.150936863639138,0.25699149151516926,0.0009457619741652951
9,639,2.6376676190067343,0.4181527404146425,2.987637996673584,0.295212811235092,3.1030000773343174,0.2622707895683412,0.0009028648202601651
10,710,2.4868393951738383,0.4768778144355989,2.9563677310943604,0.3045459945454241,3.064905058253895,0.2751720425964456,0.000849185567198193
11,781,2.356947492545759,0.5365328221960028,2.92819607257843,0.3074430960902009,3.026314757087014,0.2870194102868311,0.0008432776981154326
12,852,2.2385298668498725,0.5946906671978575,2.9140301942825317,0.3191710426767782,3.0182000290263784,0.29269277143582406,0.0007861626484607278
13,923,2.1403313220386773,0.6536508236258083,2.8952648639678955,0.31524877994529665,3.0115372917868872,0.29888300184494704,0.0007154848780910595
14,994,2.0485463259925303,0.7015530555381453,2.937660336494446,0.32079121620523127,3.0246465422890405,0.3078434447946169,0.0006983418431365589
15,1065,1.96866718983986,0.7611595165092778,2.9201196432113647,0.33067309764944436,3.0160791873931885,0.30704929271099135,0.0006390461958422144
16,1136,1.8981796922818037,0.8135929771980079,2.9303125143051147,0.3262202609956062,3.027642618526112,0.31464642690198363,0.0005588949156072729
17,1207,1.8317256309616734,0.849534363731468,2.943227171897888,0.3376617303599413,3.047520464116877,0.3165387469292743,0.00047717883711306504
18,1278,1.7808231115341187,0.8928933376528129,2.944604277610779,0.33220611234657843,3.05910739031705,0.3185939999949549,0.0004714566579592174
