epoch,step,train_loss,train_bleu,val_loss,val_bleu,test_loss,test_bleu,learning_rate
1,282,5.625456793088439,0.04988225149663861,4.709320425987244,0.04943344477394675,4.768481606528873,0.049487310432827676,0.0002364066193853428
2,564,4.515476876116813,0.07878346227783382,4.163829326629639,0.07725009352136468,4.249805376643226,0.075348220925818,0.000591016548463357
3,846,4.150463297012005,0.09845567089288218,3.8696428835392,0.10105275370169711,3.980558372679211,0.09028385698533191,0.0009456264775413712
4,1128,3.8448622091442135,0.12695481083914067,3.602805584669113,0.1197985081623866,3.716368731998262,0.11267667094622374,0.000997259376436328
5,1410,3.586989899899097,0.15042385751930237,3.4401927292346954,0.1369306448838426,3.574417545681908,0.13142722940049187,0.000987007067547607
6,1692,3.3883508054922657,0.1808294935576401,3.281988501548767,0.14895203574537355,3.423944671948751,0.15056581725445722,0.0009760218030049528
7,1974,3.2240616759509906,0.20283797060251527,3.226257234811783,0.17833906592728663,3.3659272477740334,0.16045935392086835,0.0009535051192884186
8,2256,3.0868075883134884,0.23241302070979236,3.1501139104366302,0.18886235887115774,3.2830360616956438,0.16967938679361716,0.0009240563322700838
9,2538,2.9661299548250564,0.26198385795434725,3.089457154273987,0.19473745695463632,3.2351055656160628,0.1801416577461398,0.0008881260815233917
10,2820,2.859162152236235,0.28551110685846365,3.0552148818969727,0.20888419235297268,3.17781316666376,0.1893771103763047,0.0008462641891126645
11,3102,2.7555905081701617,0.315652482762795,2.995302140712738,0.20983158102333763,3.1325288045974005,0.19821008225638273,0.0007991112459501108
12,3384,2.662444436803777,0.34564560418483475,2.973284363746643,0.22652473864914272,3.1155869393121627,0.20721687472316294,0.0007650897960745056
13,3666,2.575702295235708,0.3766924213643402,2.948072612285614,0.2415527859671265,3.1003401903879073,0.21350167424773264,0.0007107569138329534
14,3948,2.491372413669072,0.4081265459053705,2.929972320795059,0.24619163119708964,3.0638791833605086,0.2162769781163989,0.0006532065786652681
15,4230,2.4123666971287827,0.4411280229666046,2.914719432592392,0.2610935175576103,3.042909241857983,0.22178082817190042,0.000593319453617956
16,4512,2.331726075064206,0.4695139878251443,2.917416423559189,0.256432340696527,3.0485255207334245,0.2240187115379427,0.0005320119604257827
17,4794,2.2584790168924536,0.5083834566233942,2.8857163190841675,0.25758385106695686,3.034572328839983,0.23389585609183203,0.0004908140297799739
18,5076,2.1878578878463584,0.540711504992074,2.8724478483200073,0.2664552819314034,3.0133649791990007,0.22892878762706853,0.00042922828909121785
19,5358,2.1284127894868243,0.5722796644307275,2.879179060459137,0.26863032190988057,3.0181922174635387,0.23318316200671743,0.0003687331825729803
20,5640,2.0659816214378846,0.604921528057713,2.881495714187622,0.2695786261351398,3.0180824484143938,0.23943826267831347,0.00031025443558637116
21,5922,2.010579378046888,0.6362500162812254,2.872058391571045,0.2722011046206915,3.008596244312468,0.242468706303325,0.000254686918184311
22,6204,1.963780588292061,0.6600186316992617,2.878005713224411,0.26939653864172686,3.0103599571046376,0.24246518538404652,0.00020288095137743395
23,6486,1.9223772147868543,0.6793959575324373,2.8735005259513855,0.27765266419722306,3.0089117345355807,0.2451697204197149,0.0001708276185205443
24,6768,1.8853671508477934,0.6964191498232666,2.8820922672748566,0.2803954855671488,3.011259612582979,0.24770893857861226,0.0001270186437588513
25,7050,1.8549177553636809,0.7133392982543785,2.8767654299736023,0.27762237611475105,3.0133526098160517,0.24655274025648183,8.892486123787118e-05
26,7332,1.8335426665366965,0.7208206704859675,2.879388153553009,0.2788116986776463,3.0153778223764327,0.24815609626358368,5.712920043090955e-05
