epoch,step,train_loss,train_bleu,val_loss,val_bleu,test_loss,test_bleu,learning_rate
1,71,6.270732456529644,0.06856934114172505,4.948829412460327,0.06933665473982603,5.021220597353849,0.06822733580248039,0.0
2,142,4.7337010544790346,0.11145749953514716,4.380925416946411,0.11213464738409047,4.462059064344927,0.1091619504795451,0.00046948356807511736
3,213,4.26177149759212,0.14983261503326648,3.9416697025299072,0.14700471156438727,4.042733322490346,0.14326540771338794,0.0009389671361502347
4,284,3.8612621401397274,0.18604613055163083,3.6118355989456177,0.17061946466012404,3.7258481112393467,0.1716984665750917,0.001
5,355,3.514871489833778,0.2264859082665738,3.387835383415222,0.20857225286562334,3.5122200792486016,0.1967924495060408,0.0009949316837804985
6,426,3.241636910908659,0.2704871380592655,3.232097864151001,0.23303704681936646,3.3649573109366675,0.21772733965785465,0.0009767275214425954
7,497,3.0129497420619913,0.3103710851235262,3.1306971311569214,0.24976780402145926,3.2564187266609887,0.23752676033670111,0.0009698764640825614
8,568,2.819472275989156,0.36111478026182703,3.0295642614364624,0.2789002382393987,3.1556390632282603,0.25336924513101816,0.0009457619741652951
9,639,2.653475966252072,0.4107668090999674,2.986025810241699,0.2829782245450162,3.1034413034265693,0.2629337685626894,0.0009028648202601651
10,710,2.513199655103012,0.4551962580214196,2.9578484296798706,0.2974209607639995,3.076442696831443,0.2751976631716777,0.000849185567198193
11,781,2.3847206679868025,0.5111654049747727,2.9319945573806763,0.2996119922343517,3.0458668795498935,0.289487199300286,0.0008432776981154326
12,852,2.2795549748649058,0.567383019811268,2.909488320350647,0.3147230971130451,3.0367255861108955,0.29337488109694265,0.0007861626484607278
13,923,2.1800466591203715,0.6186145151454003,2.919759511947632,0.3157245030398822,3.033123948357322,0.29826569662983765,0.0007154848780910595
14,994,2.0928664375358905,0.679039588058449,2.903106689453125,0.32066298907069235,3.0176897915926846,0.304052035054026,0.0006983418431365589
15,1065,2.0130254685039253,0.7216042393130029,2.9196773767471313,0.33102588979583064,3.035503690893,0.30970626096248305,0.0006390461958422144
16,1136,1.9442153077729991,0.7723980126652765,2.9062612056732178,0.3228159109295249,3.0259205644780938,0.30782927313467073,0.0005588949156072729
17,1207,1.8819183245511122,0.8125790420854122,2.934638738632202,0.33941299794235336,3.0409853024916216,0.3156543303660812,0.00047717883711306504
18,1278,1.8237016520030063,0.8542517524768986,2.916799306869507,0.33944581403872465,3.044509107416326,0.3200632886752861,0.0004714566579592174
19,1349,1.775196523733542,0.8803409497974715,2.9334579706192017,0.3432659912243076,3.045039935545488,0.3186946584509007,0.0003960876917095215
