epoch,step,train_loss,train_bleu,val_loss,val_bleu,test_loss,test_bleu,learning_rate
1,282,5.5082443419923175,0.06597030713331989,4.505209922790527,0.06889811417185697,4.5757598876953125,0.06504143574500243,0.0002364066193853428
2,564,4.344894882635022,0.08967317907810284,3.9998283088207245,0.08808509048842908,4.080814020974295,0.08585153564279055,0.000591016548463357
3,846,3.90069454697007,0.12255601000761346,3.637853115797043,0.11308584912493277,3.738086637996492,0.11179370398497165,0.0009456264775413712
4,1128,3.5457128869726304,0.1636501914892295,3.379552036523819,0.15290344087440824,3.490447793688093,0.13861398876624267,0.000997259376436328
5,1410,3.244530905223062,0.20658090668717244,3.200029283761978,0.1793033254850269,3.334199547767639,0.15745394164617707,0.000987007067547607
6,1692,3.01442972903556,0.2464306615893101,3.109317123889923,0.19184367131689828,3.2313228845596313,0.1693086959254801,0.0009760218030049528
7,1974,2.830411796874188,0.29076907172660355,3.010068356990814,0.21637582808041286,3.135693601199559,0.18912320307986372,0.0009535051192884186
8,2256,2.6845944485765822,0.3330754484418765,2.9797309935092926,0.2306652034729126,3.1069947140557423,0.20145879826599833,0.0009240563322700838
9,2538,2.5557632471652743,0.37366224242469837,2.9712862074375153,0.23719684779295422,3.0765521696635654,0.20481420359691,0.0008881260815233917
10,2820,2.441800763421025,0.41623221815588957,2.921913653612137,0.2407316222717129,3.0474746340797063,0.21211715641867657,0.0008462641891126645
11,3102,2.3366781075795493,0.46930828637109523,2.927243709564209,0.23329978051107908,3.026916980743408,0.22138308035310114,0.0007991112459501108
12,3384,2.234618309964525,0.5149752049468282,2.9196277856826782,0.2552488863643927,3.030049823579334,0.22578025705342153,0.0007650897960745056
13,3666,2.1446642102079188,0.5661245655101306,2.8849094212055206,0.255418396028244,3.00996926852635,0.2349091611373423,0.0007107569138329534
14,3948,2.0541999534512243,0.6224896965484097,2.900482475757599,0.2584383450627424,3.010854965164548,0.23122284138627142,0.0006532065786652681
15,4230,1.9767229772628623,0.671930851857473,2.9152694642543793,0.27098921132518633,3.024637738863627,0.237439917189476,0.000593319453617956
16,4512,1.8961759733815564,0.7267828723003975,2.8954436480998993,0.2753555264324036,3.015956333705357,0.24277913764315995,0.0005320119604257827
17,4794,1.8245915711348784,0.7622511208766815,2.9030524492263794,0.27641017522184613,3.0238669088908603,0.24472540275982946,0.0004908140297799739
18,5076,1.7626902186278757,0.805313292364591,2.9191862642765045,0.2816343597686661,3.037547684851147,0.24817079286624788,0.00042922828909121785
