epoch,step,train_loss,train_bleu,val_loss,val_bleu,test_loss,test_bleu,learning_rate
1,71,6.10086156952549,0.07356991446686392,4.5044591426849365,0.07397778795548104,4.579955317757347,0.07392565769855028,0.0
2,142,4.223455986506503,0.09985579676697952,3.772399663925171,0.1014854019278946,3.876399603756991,0.09878059058420009,0.00046948356807511736
3,213,3.64365768768418,0.14440818260703941,3.2927377223968506,0.14191970088675,3.418701258572665,0.13836655141661872,0.0009389671361502347
4,284,3.1522180161006013,0.1835187484336099,2.878411054611206,0.16937462786868093,3.001951911232688,0.16847115428890638,0.001
5,355,2.7327365740923812,0.22032505206925607,2.604985237121582,0.19178046077923308,2.735639810562134,0.18843000230546433,0.0009949316837804985
6,426,2.3903619907271696,0.2660988444732146,2.389862298965454,0.22515829654456246,2.5369904691522773,0.21768729496901987,0.0009767275214425954
7,497,2.096985298143306,0.31412693545688375,2.2155526876449585,0.26582356552372677,2.379816011949019,0.23431480712790811,0.0009698764640825614
8,568,1.844812163164918,0.3676469057470752,2.1297590732574463,0.2659629049879906,2.281525958668102,0.25173161297931435,0.0009457619741652951
9,639,1.6239332044628305,0.4346650124001267,2.055246353149414,0.27883404909141274,2.199580279263583,0.26551911733106853,0.0009028648202601651
10,710,1.4413287051966492,0.49424128529886363,2.0319634675979614,0.2962897069644752,2.17001275582747,0.2771351560777344,0.000849185567198193
11,781,1.2723506000679983,0.5434174702141268,1.973490834236145,0.3125496034490516,2.13263802094893,0.2847213118469887,0.0008432776981154326
12,852,1.1227472298581835,0.6043499476605582,1.9697431921958923,0.31838798446560784,2.131775574250655,0.2879321821453709,0.0007861626484607278
13,923,0.9991645779408199,0.6753156834423022,1.9687303304672241,0.3285250183185007,2.12635583227331,0.2960993771890065,0.0007154848780910595
14,994,0.8827089927565883,0.7164674469344741,1.9980469942092896,0.3290042607128055,2.1718812855807217,0.30024254472838086,0.0006983418431365589
15,1065,0.7770191070059655,0.7795011770864697,1.997180461883545,0.32927479074510996,2.155537020076405,0.3000653183137375,0.0006390461958422144
16,1136,0.6887596702911485,0.8282855279450477,2.01511549949646,0.33097248374599864,2.1940500736236572,0.30934094171980947,0.0005588949156072729
17,1207,0.6096171971777795,0.8674635214127034,2.0177741050720215,0.34253897600203176,2.190324479883367,0.3086288196239169,0.00047717883711306504
18,1278,0.5383157738497559,0.8999838942824833,2.056286334991455,0.33565414632937024,2.2323878678408535,0.3096394863457039,0.0004714566579592174
