epoch,step,train_loss,train_bleu,val_loss,val_bleu,test_loss,test_bleu,learning_rate
1,282,5.793872763924565,0.05775552424880592,4.699340462684631,0.05822803869723477,4.761557329268682,0.05722960000583726,0.0001182033096926714
2,564,4.538433171333151,0.07436252920871704,4.20932412147522,0.07294116608266937,4.2800228311902,0.07121849762686182,0.0002955082742316785
3,846,4.125104721556318,0.10142536958926322,3.8470966517925262,0.09552804434654552,3.937934631393069,0.09272072613697203,0.0004728132387706856
4,1128,3.751135471019339,0.142213218132385,3.514104902744293,0.13134474316601993,3.621881819906689,0.12363748709393979,0.0004986310599016293
5,1410,3.4281271594635983,0.17641440702664113,3.338625431060791,0.1540999822535698,3.449384195463998,0.14608110986086661,0.000493510036742999
6,1692,3.169293128006847,0.21587365790880425,3.1693666875362396,0.17584865930621726,3.2970098086765836,0.16652168174148024,0.00048802290260207344
7,1974,2.9585295738057886,0.25451810372468636,3.082413136959076,0.1874712286112761,3.2152713310150873,0.17673283501626919,0.0004767758303552761
8,2256,2.782667872753549,0.30201849220283944,3.013566792011261,0.20315674454310742,3.1342430285045078,0.18782500465585694,0.0004620661759787505
9,2538,2.6255163453149457,0.3499044359995279,2.946876049041748,0.212719014924305,3.075903137524923,0.19907166734160667,0.00044411903371388626
10,2820,2.490807257645519,0.3839745547141302,2.953808307647705,0.23337606723187232,3.081815168971107,0.2083715932456734,0.0004232090394066262
11,3102,2.370932084448794,0.44510078982703,2.9163202345371246,0.2384861439622172,3.0425569897606257,0.21514610367118778,0.0003996561678970022
12,3384,2.260315623689205,0.4976662848898915,2.8964922726154327,0.2465354248388535,3.0336529584158036,0.22089939062092842,0.0003826624707118901
13,3666,2.163245789970912,0.5468453219556607,2.889820247888565,0.24998883742256925,3.0159523714156378,0.22930974694530887,0.0003555232232258696
14,3948,2.074294373498741,0.5935700903700273,2.904626041650772,0.251733687595604,3.0157743919463385,0.22590115134745892,0.00032677685961358233
15,4230,1.9964618716679565,0.6460185409608734,2.912144750356674,0.2660458900869162,3.022934357325236,0.23038525680981692,0.00029686327062598605
16,4512,1.9232137215898393,0.6876294394614313,2.908402293920517,0.267539272267972,3.034256861323402,0.23163366750016312,0.0002662402084609265
17,4794,1.8598397467153291,0.7295170784977342,2.895551860332489,0.26698347770277614,3.0324755623227073,0.2373109156862681,0.00024566186272292987
18,5076,1.8001603551790224,0.7636101753931583,2.9233913719654083,0.2817841371465586,3.049510053225926,0.23866635668781502,0.00021489981607259023
